[(-4.5102617697250595, -172.1698246687505), (-17222350.0, -557450.0), (95574, 8186), 57.982756057296896, 1314.447417408228, 0.0]
[(-13.596238618524717, -172.4374611818673), (-16981550.0, -1675050.0), (106750, 10594), 122.53978945632312, 249642.05531809232, 222225.45641222224]
[(-19.736412712367454, -175.07492032181852), (-16902250.0, -2421750.0), (114217, 11387), 52.32590180780452, 5086.1086829352425, 0.0]
[(27.782811633701964, -175.83368931708233), (-16335950.0, 3383250.0), (56167, 17050), 33.24154027718932, 0.0, 0.0]
[(3.9321992859878647, -159.34058115782443), (-15946350.0, 486050.0), (85139, 20946), 42.95346318982906, 5281.990754270926, 5281.990754270926]
[(-10.440301874144843, -160.98464119877494), (-15968950.0, -1288150.0), (102881, 20720), 52.32590180780452, 68258.77525196457, 153.83368067070842]
[(-19.054113170329146, -169.83789579601074), (-16439250.0, -2339250.0), (113392, 16017), 47.4236228055175, 114430.52074485725, 1948.0000029214284]
[(-29.269704391936884, -177.90806191979362), (-16384450.0, -3558250.0), (125582, 16565), 56.568542494923804, 0.0, 0.0]
[(23.861887854306005, -166.23935170610844), (-15765350.0, 2917550.0), (60824, 22756), 35.84689665786984, 0.0, 0.0]
[(19.634618564714735, -155.6295659377979), (-15030850.0, 2409450.0), (65905, 30101), 209.06697491473875, 1678589.4980897661, 255063.03608602722]
[(1.832383377488014, -157.40064871585227), (-15770150.0, 226550.0), (87734, 22708), 93.98404119849285, 7243.531459629536, 7243.531459629536]
[(-4.013150652793299, -154.9283701723632), (-15503850.0, -496050.0), (94960, 25371), 58.60034129593445, 161.33867054106668, 0.0]
[(-15.818625160804478, -154.52368481491118), (-15121950.0, -1946350.0), (109463, 29190), 39.20459156782532, 18.04307746887207, 0.0]
[(-21.922479399029704, -157.90871816154154), (-15108550.0, -2685150.0), (116851, 29324), 37.013511046643494, 16372.08671141835, 671.6404696926475]
[(-8.926874413059936, -140.17877368842488), (-13943850.0, -1102050.0), (101020, 40971), 63.41135544995076, 2341.1159700816497, 2341.1159700816497]
[(-14.424226859250894, -144.9349348695328), (-14241350.0, -1776250.0), (107762, 37996), 63.97655820689325, 66595.24731102135, 1664.095199111849]
[(-17.64489159074847, -149.49961446897328), (-14543850.0, -2168450.0), (111684, 34971), 60.30754513325841, 246575.384434429, 241301.08634729404]
[(-44.05075437272842, -176.49606435072386), (-14402250.0, -5236950.0), (142369, 36387), 67.08203932499369, 634.5296001425013, 634.5296001425013]
[(51.83683798256647, -177.9895314787564), (-13205050.0, 6064450.0), (29355, 48359), 90.24965373894794, 417.3791733898688, 64.36925601959229]
[(-8.882185149895545, -139.57209676240794), (-13884550.0, -1096550.0), (100965, 41564), 51.35172830587107, 442.3557756692171, 442.3557756692171]
[(-9.778007582772352, -139.10895771660597), (-13816550.0, -1206750.0), (102067, 42244), 70.40596565632774, 3231.842375934124, 2779.503745302558]
[(-21.872545699722092, -138.9757724480035), (-13299950.0, -2679150.0), (116791, 47410), 52.172789842982326, 2729.0541516723024, 202.75056007504463]
[(-27.645563967075606, -144.32343271484245), (-13418950.0, -3367050.0), (123670, 46220), 37.69615364994153, 356.83633682876825, 356.83633682876825]
[(53.79445452071111, -166.70073127243379), (-12019950.0, 6264850.0), (27351, 60210), 149.64624953536256, 7050.803027037531, 5602.611236770637]
[(-24.353458903738716, -128.33080050259588), (-12141350.0, -2976250.0), (119762, 58996), 47.01063709417264, 2641.7503914879635, 0.0]
[(60.40800379850784, -172.682426856939), (-11111050.0, 6915650.0), (20843, 69299), 100.31948963187563, 0.0, 0.0]
[(56.25863589371202, -159.1619573613988), (-11037250.0, 6512250.0), (24877, 70037), 263.0684321616716, 4047.298345596942, 443.95079639996567]
[(29.04999045847055, -118.31963447350805), (-10911150.0, 3532450.0), (54675, 71298), 78.29431652425353, 129.5665970891714, 129.5665970891714]
[(18.349779424226305, -114.72970157600672), (-11133750.0, 2253950.0), (67460, 69072), 46.0, 0.0, 0.0]
[(-24.681295745507047, -124.78453832491331), (-11786750.0, -3015350.0), (120153, 62542), 32.202484376209235, 0.0, 0.0]
[(59.84929891533541, -156.44895256239175), (-10176150.0, 6862350.0), (21376, 78648), 770.8761249383716, 37857.954069763044, 447.02892726362916]
[(59.718763656785974, -161.21045267325422), (-10512050.0, 6849850.0), (21501, 75289), 492.00101625911304, 33125.235205193305, 6196.3027278393965]
[(40.543425936808, -118.66928609336696), (-10027750.0, 4850050.0), (41499, 80132), 406.90662319505196, 2635919.243611182, 2088.9137299470895]
[(37.36723872683389, -116.27016420398995), (-10104350.0, 4493050.0), (45069, 79366), 665.0090224951839, 56270668.80950181, 10790.695784960568]
[(31.76673684532443, -113.7005127033847), (-10305250.0, 3849950.0), (51500, 77357), 276.89889851713025, 8308957.661041041, 96396.00790345238]
[(23.296661718137557, -104.01921235609805), (-9891050.0, 2849950.0), (61500, 81499), 187.38729946290383, 12001617.480112374, 56109.94608492858]
[(-27.078622803825738, -109.384237405652), (-10202750.0, -3300050.0), (123000, 78382), 51.0, 7836.298278328031, 7836.298278328031]
[(62.868166246891, -157.445026703068), (-9628150.0, 7146350.0), (18536, 84128), 825.4513916639792, 617046.5271941009, 899.8457998817275]
[(56.84766175215221, -131.08448519546332), (-9000750.0, 6570550.0), (24294, 90402), 734.6053362180267, 947820.5236617996, 777.2719592077337]
[(42.1072470103847, -117.11378142208234), (-9748650.0, 5023550.0), (39764, 82923), 468.12391521903686, 20016679.46323603, 2490.7337793061324]
[(40.54252859585169, -113.6885481113207), (-9606950.0, 4849950.0), (41500, 84340), 616.5070964717276, 11772739.404991895, 9162.6269075956]
[(30.294866131284206, -106.06252462541444), (-9705850.0, 3678350.0), (53216, 83351), 303.58689036254515, 26335096.09948406, 26868.418546840127]
[(16.87689550064523, -94.35591172629746), (-9202950.0, 2075150.0), (69248, 88380), 232.64780248263682, 92083577.29138497, 1318350.227669735]
[(15.0279551121021, -92.63166713661529), (-9086450.0, 1849950.0), (71500, 89545), 67.4166151627327, 9719554.174677568, 2738728.4028736046]
[(-0.8552842324563666, -91.27846097563557), (-9147550.0, -105750.0), (91057, 88934), 196.66468925559565, 41423.73735026736, 28736.685735969804]
[(-1.373742721379816, -89.68366298960562), (-8986750.0, -169850.0), (91698, 90542), 67.4166151627327, 238.19861243665218, 238.19861243665218]
[(-26.46889453575747, -105.36373984041452), (-9860550.0, -3227850.0), (122278, 81804), 24.758836806279895, 0.0, 0.0]
[(71.32544148736406, -178.73749624668514), (-8703850.0, 7883750.0), (11162, 93371), 164.01219466856725, 12.20905082859099, 12.20905082859099]
[(68.81605013061316, -156.31972119400976), (-8231350.0, 7674750.0), (13252, 98096), 1034.4486454145513, 198900.38402481566, 448.6627828963101]
[(59.71980720563967, -128.7763123755283), (-8396950.0, 6849950.0), (21500, 96440), 1094.8607217358744, 5716606.882051489, 15.515686113387346]
[(47.617601219071545, -113.43909519725516), (-8890950.0, 5621750.0), (33782, 91500), 232.59406699226014, 5196414.036087154, 70586.38488112872]
[(38.5798375446277, -103.3690777140427), (-8890950.0, 4630050.0), (43699, 91500), 131.89768762188365, 29312324.81176641, 24851.545420955124]
[(29.47766042834681, -91.08845240785747), (-8378150.0, 3582650.0), (54173, 96628), 198.00252523642217, 16401937.647687804, 1096996.8075971294]
[(18.081712779596995, -89.87779253829635), (-8730350.0, 2221450.0), (67785, 93106), 348.919761549844, 14722364.824793251, 208661.66816611687]
