[(-2.8234422446426137, -171.65798593949464), (-17191150.0, -349050.0), (93490, 8498), 52.172789842982326, 7.965494930744171, 7.965494930744171]
[(-4.5102617697250595, -172.1698246687505), (-17222350.0, -557450.0), (95574, 8186), 57.982756057296896, 2050.3429919239134, 0.0]
[(-13.596238618524717, -172.4374611818673), (-16981550.0, -1675050.0), (106750, 10594), 122.53978945632312, 326813.6103914525, 234806.40401296038]
[(-21.416789925536072, -174.9271589704924), (-16773250.0, -2624350.0), (116243, 12677), 42.190046219457976, 96159.57780599035, 95798.81286010891]
[(23.861887854306005, -166.23935170610847), (-15765350.0, 2917550.0), (60824, 22756), 35.84689665786984, 0.0, 0.0]
[(4.67059505877062, -160.34774282401884), (-16037550.0, 577250.0), (84227, 20034), 23.0, 4739.059442520142, 4739.059442520142]
[(1.832383377488014, -157.40064871585227), (-15770150.0, 226550.0), (87734, 22708), 93.98404119849285, 7786.46277138032, 7243.531459629536]
[(-5.640199152408789, -155.87731767862766), (-15575750.0, -696950.0), (96969, 24652), 55.0, 880.9132931460626, 0.0]
[(-19.054113170329146, -169.83789579601074), (-16439250.0, -2339250.0), (113392, 16017), 47.4236228055175, 2111.251497057136, 1948.0000029214284]
[(-29.269704391936884, -177.90806191979362), (-16384450.0, -3558250.0), (125582, 16565), 56.568542494923804, 0.0, 0.0]
[(22.057333737179807, -159.5159987119642), (-15253350.0, 2701350.0), (62986, 27876), 115.0173899895142, 1423526.4620037396, 315198.2958312414]
[(19.634618564714735, -155.6295659377979), (-15030850.0, 2409450.0), (65905, 30101), 209.06697491473875, 255063.03608602725, 255063.03608602722]
[(-4.013150652793299, -154.9283701723632), (-15503850.0, -496050.0), (94960, 25371), 59.0, 0.0, 0.0]
[(-9.979732590849766, -150.21675754181112), (-14914150.0, -1231550.0), (102315, 31268), 39.0, 0.0, 0.0]
[(-17.632534655377782, -149.4644931093301), (-14541050.0, -2166950.0), (111669, 34999), 90.24965373894794, 238105.08338092547, 188397.5167720383]
[(-21.922479399029704, -157.90871816154154), (-15108550.0, -2685150.0), (116851, 29324), 37.013511046643494, 11632.934966559988, 671.6404696926475]
[(-9.778007582772352, -139.10895771660597), (-13816550.0, -1206750.0), (102067, 42244), 70.40596565632774, 7276.371871844865, 2779.503745302558]
[(-14.424226859250894, -144.9349348695328), (-14241350.0, -1776250.0), (107762, 37996), 63.97655820689325, 75461.40027515992, 1664.095199111849]
[(-20.433090296647954, -143.54374356027466), (-13820050.0, -2505850.0), (115058, 42209), 40.80441152620633, 4275.971769912168, 0.0]
[(-44.05075437272842, -176.49606435072386), (-14402250.0, -5236950.0), (142369, 36387), 67.08203932499369, 634.5296001425013, 634.5296001425013]
[(51.83683798256647, -177.9895314787564), (-13205050.0, 6064450.0), (29355, 48359), 90.24965373894794, 495.4777291335631, 64.36925601959229]
[(-17.34018094134462, -138.3634997085114), (-13474450.0, -2131450.0), (111314, 45665), 51.0, 1113.120146379908, 123.66777867078781]
[(-21.872545699722092, -138.9757724480035), (-13299950.0, -2679150.0), (116791, 47410), 52.172789842982326, 3203.952747784555, 202.75056007504463]
[(57.19070452493065, -170.27645912523823), (-11623450.0, 6604350.0), (23956, 64175), 41.0, 743.8567400551401, 743.8567400551401]
[(54.76694788233607, -164.03267995269994), (-11651950.0, 6363150.0), (26368, 63890), 174.54512310574592, 7047.924781264621, 46.87324023048859]
[(-24.352620861884578, -128.3313306866095), (-12141450.0, -2976150.0), (119761, 58995), 47.01063709417264, 71.62988330889493, 0.0]
[(59.311632742880484, -160.416060389109), (-10541050.0, 6810750.0), (21892, 74999), 420.0059523387734, 7331.454793795216, 3526.7812041623984]
[(56.134788392980646, -160.1800799299377), (-11130650.0, 6499950.0), (25000, 69103), 223.0, 2931.4365123223433, 216.8062569027531]
[(37.503173124889656, -121.68174242489937), (-10562650.0, 4508450.0), (44915, 74783), 77.17512552629896, 5339538.458836288, 4929087.704926891]
[(29.366844168596657, -114.52614092306455), (-10541050.0, 3569650.0), (54303, 74999), 194.982050455933, 15941035.306915917, 4221.0264697643]
[(27.170781784031767, -113.89815564933393), (-10618350.0, 3310950.0), (56890, 74226), 247.67922803497268, 94674.07799704053, 73204.8532763719]
[(18.77653977401051, -110.98141810221736), (-10753350.0, 2305650.0), (66943, 72876), 82.63776376451628, 0.0, 0.0]
[(67.04845817965877, -176.6775225529371), (-9771250.0, 7522350.0), (14776, 82697), 515.7072813137313, 429.4927967302501, 166.71576332487166]
[(62.868166246891, -157.445026703068), (-9628150.0, 7146350.0), (18536, 84128), 825.4513916639792, 142023.6367502509, 898.544153902275]
[(51.08628212354591, -127.32927676401364), (-9545250.0, 5986750.0), (30132, 84957), 232.59406699226014, 5709499.56635094, 13558.264483375937]
[(37.429015599460946, -116.30240423789827), (-10101950.0, 4500050.0), (44999, 79390), 645.8637627239974, 12965736.520820212, 1637.6614222391872]
[(37.42813293802794, -116.35105279704584), (-10106250.0, 4499950.0), (45000, 79347), 682.6778156641682, 34199246.06100272, 5830.961603413351]
[(26.2572137135705, -101.83397970735739), (-9541050.0, 3202750.0), (57972, 84999), 261.3962509295036, 33605075.98799356, 47221.6058416454]
[(20.251558460329036, -103.00354240483641), (-9924150.0, 2483950.0), (65160, 81168), 97.62171889492625, 42670991.026939005, 2555612.8130861158]
[(-27.078622803825738, -109.384237405652), (-10202750.0, -3300050.0), (123000, 78382), 51.0, 7836.298278328031, 7836.298278328031]
[(67.98312375151522, -161.0164668903017), (-8681850.0, 7603450.0), (13965, 93591), 774.5663302777884, 9650.72089058689, 1271.1217034802426]
[(56.135794695532574, -125.36193977176205), (-8711050.0, 6500050.0), (24999, 93299), 1395.2953092446057, 789182.6174874782, 0.0]
[(56.134788392980646, -126.78743372603881), (-8810250.0, 6499950.0), (25000, 92307), 743.5764923664545, 9608587.169623809, 246.01508854300172]
[(41.10875200915972, -112.82499414801407), (-9483150.0, 4912950.0), (40870, 85578), 442.4036618293298, 12558358.028988956, 2867870.272924604]
[(33.5212071092413, -106.56156703762701), (-9540950.0, 4053150.0), (49468, 85000), 370.4186820342624, 32693324.12894812, 91583.89337008765]
[(28.520167222087142, -102.01424407258997), (-9437250.0, 3470150.0), (55298, 86037), 270.1184925176357, 19566360.707463775, 268366.3017331457]
[(18.081712779596995, -89.87779253829635), (-8730350.0, 2221450.0), (67785, 93106), 348.919761549844, 69124536.08975765, 208661.66816611687]
[(5.53162645762284, -87.05847069128576), (-8700150.0, 683550.0), (83164, 93408), 50.60632371551998, 111658.62764653936, 0.0]
[(-0.8552842324563666, -91.27846097563557), (-9147550.0, -105750.0), (91057, 88934), 196.66468925559565, 41661.93596270401, 28971.137678562663]
[(66.79371055973391, -135.43987228354212), (-7541050.0, 7500050.0), (14999, 104999), 1051.6791335763965, 9260.23629716121, 359.9621688928455]
[(64.65404609056141, -128.41782764598037), (-7541050.0, 7309550.0), (16904, 104999), 1703.940433231162, 227335.69144991567, 0.0]
[(56.134788392980646, -115.03870231728898), (-7993850.0, 6499950.0), (25000, 100471), 521.7278984298233, 5674614.052485626, 19892.676839210777]
[(46.47931458238613, -107.51970026742555), (-8540950.0, 5499950.0), (35000, 95000), 188.4728097100481, 19890316.184834894, 8622.799643386126]
[(29.47766042834681, -91.08845240785747), (-8378150.0, 3582650.0), (54173, 96628), 198.00252523642217, 33322873.074730366, 1096996.8075971294]
[(26.309487742892177, -80.64131296390514), (-7553350.0, 3208950.0), (57910, 104876), 230.67292862405853, 16591206.445848094, 1888949.510126691]
[(19.188832948562812, -87.85832915733499), (-8499850.0, 2355550.0), (66444, 95411), 225.64130827488125, 7134367.731703888, 92455.66255309945]
[(11.397278288323779, -85.19184670465316), (-8433850.0, 1405650.0), (75943, 96071), 259.53805116013336, 22149874.051650975, 3173541.4122392335]
[(-2.3161486111341176, -75.28083732518341), (-7541050.0, -286350.0), (92863, 104999), 457.83184686083166, 28504057.215938676, 9004.469493214041]
[(-7.639808074631186, -75.65797163800391), (-7541050.0, -943550.0), (99435, 104999), 521.0700528719723, 23062242.277014673, 173254.47668285575]
[(-12.547288534499112, -76.3740170671139), (-7541050.0, -1546650.0), (105466, 104999), 99.31767214348109, 1752853.8308313584, 1752853.8308313584]
[(66.79371055973391, -117.47952560986377), (-6541050.0, 7500050.0), (14999, 114999), 2608.1506858308626, 9731.880451344045, 0.0]
[(66.79257032078935, -117.47601689236791), (-6541050.0, 7499950.0), (15000, 114999), 3272.5097402452448, 48968.96015418396, 0.0]
[(52.32809581625544, -88.78190394839763), (-6541050.0, 6115050.0), (28849, 114999), 1271.5616383015022, 2482022.3305518935, 0.0]
[(45.015717847179474, -82.3582527620792), (-6650950.0, 5341950.0), (36580, 113900), 694.4472622165056, 73351370.78151438, 186484.1741557055]
[(30.50277713826325, -82.51433164928214), (-7540950.0, 3702650.0), (52973, 105000), 164.97575579460153, 35295589.01836641, 1862905.2622601942]
[(26.34827748151204, -80.52566796039044), (-7540950.0, 3213550.0), (57864, 105000), 202.2992832414391, 11877846.786871154, 5320594.034279028]
[(19.15659556925584, -71.14806910999008), (-6884050.0, 2351650.0), (66483, 111569), 135.8712625980932, 29328354.46615297, 8634789.033606995]
[(4.045532056709467, -65.36564180697711), (-6541050.0, 500050.0), (84999, 114999), 663.7379000780353, 59901539.25974389, 1953.0634920224547]
[(1.004105050035469, -65.27130227103882), (-6541050.0, 124150.0), (88758, 114999), 839.0309887006558, 2654503.206551796, 4178.837935463904]
[(-10.936153394213397, -71.94020339468074), (-7128950.0, -1349050.0), (103490, 109120), 826.0750571225353, 4592803.649371825, 2817.146421507001]
[(-13.129555491658886, -68.76712326682065), (-6780250.0, -1617950.0), (106179, 112607), 474.2699653151146, 12658216.096925795, 154154.42460569832]
[(-23.828416654309237, -68.9680600551502), (-6541650.0, -2913550.0), (119135, 114993), 467.0267658282553, 955512.0744125112, 3676.149549723603]
[(-28.774321170972236, -71.18493103143537), (-6575350.0, -3500050.0), (125000, 114656), 123.45849504995596, 151896.04188390588, 5339.166067584418]
[(66.79371055973391, -117.47772957519639), (-6540950.0, 7500050.0), (14999, 115000), 2229.5795567774658, 2798.2284804451556, 0.0]
